,experiment,run,type,module,name,attrname,attrvalue,value
3585,Base,130,scalar,QBRD.client[0],# of put requests,,,7200.0
3587,Base,130,scalar,QBRD.client[0],# of get responses,,,3600.0
3594,Base,130,scalar,QBRD.client[0],# of committed put,,,6479.0
3595,Base,130,scalar,QBRD.client[0],# of aborted put,,,721.0
3580,Base,130,scalar,QBRD.client[1],# of committed put,,,6131.0
3591,Base,130,scalar,QBRD.client[1],# of aborted put,,,1069.0
3596,Base,130,scalar,QBRD.client[1],# of put requests,,,7200.0
3598,Base,130,scalar,QBRD.client[1],# of get responses,,,3600.0
3600,Base,130,scalar,QBRD.client[1],# of get requests,,,3600.0
3582,Base,130,scalar,QBRD.client[2],# of committed put,,,5830.0
3583,Base,130,scalar,QBRD.client[2],# of aborted put,,,1370.0
3599,Base,130,scalar,QBRD.client[2],# of put requests,,,7200.0
3611,Base,130,scalar,QBRD.client[2],# of get responses,,,3600.0
3612,Base,130,scalar,QBRD.client[2],# of get requests,,,3600.0
3623,Base,131,config,,,*.client[*].KEYSPACE_SIZE,5,
3625,Base,131,config,,,*.client[*].PUT_INTERVAL,500ms,
3653,Base,131,config,,,**.CLIENTS_NUMBER,3,
3635,Base,131,scalar,QBRD.client[0],# of put requests,,,7200.0
3636,Base,131,scalar,QBRD.client[0],# of get requests,,,3600.0
3649,Base,131,scalar,QBRD.client[0],# of aborted put,,,1396.0
3650,Base,131,scalar,QBRD.client[0],# of committed put,,,5804.0
3651,Base,131,scalar,QBRD.client[0],# of get responses,,,3600.0
3629,Base,131,scalar,QBRD.client[1],# of aborted put,,,1980.0
3630,Base,131,scalar,QBRD.client[1],# of get responses,,,3600.0
3632,Base,131,scalar,QBRD.client[1],# of get requests,,,3600.0
3639,Base,131,scalar,QBRD.client[1],# of committed put,,,5220.0
3648,Base,131,scalar,QBRD.client[1],# of put requests,,,7200.0
3627,Base,131,scalar,QBRD.client[2],# of get responses,,,3600.0
3628,Base,131,scalar,QBRD.client[2],# of get requests,,,3600.0
3631,Base,131,scalar,QBRD.client[2],# of put requests,,,7200.0
3633,Base,131,scalar,QBRD.client[2],# of committed put,,,4540.0
3634,Base,131,scalar,QBRD.client[2],# of aborted put,,,2660.0
3664,Base,132,config,,,*.client[*].PUT_INTERVAL,500ms,
3666,Base,132,config,,,*.client[*].KEYSPACE_SIZE,3,
3672,Base,132,config,,,**.CLIENTS_NUMBER,3,
3660,Base,132,scalar,QBRD.client[0],# of get responses,,,3600.0
3669,Base,132,scalar,QBRD.client[0],# of aborted put,,,2273.0
3684,Base,132,scalar,QBRD.client[0],# of put requests,,,7200.0
3685,Base,132,scalar,QBRD.client[0],# of committed put,,,4927.0
3686,Base,132,scalar,QBRD.client[0],# of get requests,,,3600.0
3663,Base,132,scalar,QBRD.client[1],# of committed put,,,3883.0
3670,Base,132,scalar,QBRD.client[1],# of get requests,,,3600.0
3671,Base,132,scalar,QBRD.client[1],# of get responses,,,3600.0
3673,Base,132,scalar,QBRD.client[1],# of aborted put,,,3317.0
3687,Base,132,scalar,QBRD.client[1],# of put requests,,,7200.0
3674,Base,132,scalar,QBRD.client[2],# of get requests,,,3600.0
3679,Base,132,scalar,QBRD.client[2],# of put requests,,,7200.0
3680,Base,132,scalar,QBRD.client[2],# of aborted put,,,4002.0
3681,Base,132,scalar,QBRD.client[2],# of committed put,,,3198.0
3682,Base,132,scalar,QBRD.client[2],# of get responses,,,3600.0
3703,Base,133,config,,,**.CLIENTS_NUMBER,3,
3704,Base,133,config,,,*.client[*].PUT_INTERVAL,500ms,
3706,Base,133,config,,,*.client[*].KEYSPACE_SIZE,2,
3701,Base,133,scalar,QBRD.client[0],# of put requests,,,7200.0
3712,Base,133,scalar,QBRD.client[0],# of get requests,,,3600.0
3713,Base,133,scalar,QBRD.client[0],# of get responses,,,3600.0
3714,Base,133,scalar,QBRD.client[0],# of aborted put,,,3165.0
3723,Base,133,scalar,QBRD.client[0],# of committed put,,,4035.0
3705,Base,133,scalar,QBRD.client[1],# of get requests,,,3600.0
3710,Base,133,scalar,QBRD.client[1],# of aborted put,,,4481.0
3717,Base,133,scalar,QBRD.client[1],# of committed put,,,2719.0
3725,Base,133,scalar,QBRD.client[1],# of put requests,,,7200.0
3733,Base,133,scalar,QBRD.client[1],# of get responses,,,3600.0
3700,Base,133,scalar,QBRD.client[2],# of aborted put,,,5395.0
3707,Base,133,scalar,QBRD.client[2],# of get requests,,,3600.0
3708,Base,133,scalar,QBRD.client[2],# of put requests,,,7200.0
3721,Base,133,scalar,QBRD.client[2],# of get responses,,,3600.0
3730,Base,133,scalar,QBRD.client[2],# of committed put,,,1805.0
3753,Base,134,config,,,**.CLIENTS_NUMBER,3,
3778,Base,134,config,,,*.client[*].KEYSPACE_SIZE,1,
3779,Base,134,config,,,*.client[*].PUT_INTERVAL,500ms,
3744,Base,134,scalar,QBRD.client[0],# of aborted put,,,5410.0
3745,Base,134,scalar,QBRD.client[0],# of committed put,,,1790.0
3746,Base,134,scalar,QBRD.client[0],# of get responses,,,3600.0
3747,Base,134,scalar,QBRD.client[0],# of get requests,,,3600.0
3755,Base,134,scalar,QBRD.client[0],# of put requests,,,7200.0
3741,Base,134,scalar,QBRD.client[1],# of put requests,,,7200.0
3742,Base,134,scalar,QBRD.client[1],# of aborted put,,,7200.0
3743,Base,134,scalar,QBRD.client[1],# of committed put,,,0.0
3759,Base,134,scalar,QBRD.client[1],# of get requests,,,3600.0
3760,Base,134,scalar,QBRD.client[1],# of get responses,,,3600.0
3740,Base,134,scalar,QBRD.client[2],# of put requests,,,7200.0
3756,Base,134,scalar,QBRD.client[2],# of aborted put,,,7200.0
3757,Base,134,scalar,QBRD.client[2],# of get requests,,,3600.0
3770,Base,134,scalar,QBRD.client[2],# of get responses,,,3600.0
3771,Base,134,scalar,QBRD.client[2],# of committed put,,,0.0
3807,Base,135,config,,,**.CLIENTS_NUMBER,3,
3808,Base,135,config,,,*.client[*].PUT_INTERVAL,300ms,
3810,Base,135,config,,,*.client[*].KEYSPACE_SIZE,50,
3781,Base,135,scalar,QBRD.client[0],# of get requests,,,3600.0
3784,Base,135,scalar,QBRD.client[0],# of aborted put,,,405.0
3785,Base,135,scalar,QBRD.client[0],# of committed put,,,11595.0
3786,Base,135,scalar,QBRD.client[0],# of get responses,,,3600.0
3788,Base,135,scalar,QBRD.client[0],# of put requests,,,12000.0
3782,Base,135,scalar,QBRD.client[1],# of put requests,,,12000.0
3789,Base,135,scalar,QBRD.client[1],# of get responses,,,3600.0
3790,Base,135,scalar,QBRD.client[1],# of get requests,,,3600.0
3793,Base,135,scalar,QBRD.client[1],# of committed put,,,11492.0
3794,Base,135,scalar,QBRD.client[1],# of aborted put,,,508.0
3780,Base,135,scalar,QBRD.client[2],# of get responses,,,3600.0
3795,Base,135,scalar,QBRD.client[2],# of put requests,,,12000.0
3796,Base,135,scalar,QBRD.client[2],# of get requests,,,3600.0
3798,Base,135,scalar,QBRD.client[2],# of aborted put,,,623.0
3813,Base,135,scalar,QBRD.client[2],# of committed put,,,11377.0
3826,Base,136,config,,,**.CLIENTS_NUMBER,3,
3833,Base,136,config,,,*.client[*].KEYSPACE_SIZE,40,
3855,Base,136,config,,,*.client[*].PUT_INTERVAL,300ms,
3821,Base,136,scalar,QBRD.client[0],# of aborted put,,,518.0
3825,Base,136,scalar,QBRD.client[0],# of get responses,,,3600.0
3827,Base,136,scalar,QBRD.client[0],# of committed put,,,11482.0
3848,Base,136,scalar,QBRD.client[0],# of get requests,,,3600.0
3850,Base,136,scalar,QBRD.client[0],# of put requests,,,12000.0
3820,Base,136,scalar,QBRD.client[1],# of get requests,,,3600.0
3836,Base,136,scalar,QBRD.client[1],# of get responses,,,3600.0
3837,Base,136,scalar,QBRD.client[1],# of committed put,,,11333.0
3838,Base,136,scalar,QBRD.client[1],# of aborted put,,,667.0
3849,Base,136,scalar,QBRD.client[1],# of put requests,,,12000.0
3828,Base,136,scalar,QBRD.client[2],# of get requests,,,3600.0
3829,Base,136,scalar,QBRD.client[2],# of get responses,,,3600.0
3830,Base,136,scalar,QBRD.client[2],# of committed put,,,11217.0
3831,Base,136,scalar,QBRD.client[2],# of aborted put,,,783.0
3839,Base,136,scalar,QBRD.client[2],# of put requests,,,12000.0
3889,Base,137,config,,,**.CLIENTS_NUMBER,3,
3890,Base,137,config,,,*.client[*].PUT_INTERVAL,300ms,
3899,Base,137,config,,,*.client[*].KEYSPACE_SIZE,30,
3860,Base,137,scalar,QBRD.client[0],# of committed put,,,11306.0
3861,Base,137,scalar,QBRD.client[0],# of aborted put,,,694.0
3867,Base,137,scalar,QBRD.client[0],# of put requests,,,12000.0
3868,Base,137,scalar,QBRD.client[0],# of get responses,,,3600.0
3874,Base,137,scalar,QBRD.client[0],# of get requests,,,3600.0
3862,Base,137,scalar,QBRD.client[1],# of put requests,,,12000.0
3863,Base,137,scalar,QBRD.client[1],# of get requests,,,3600.0
3873,Base,137,scalar,QBRD.client[1],# of aborted put,,,871.0
3877,Base,137,scalar,QBRD.client[1],# of committed put,,,11129.0
3879,Base,137,scalar,QBRD.client[1],# of get responses,,,3600.0
3864,Base,137,scalar,QBRD.client[2],# of committed put,,,10910.0
3865,Base,137,scalar,QBRD.client[2],# of get responses,,,3600.0
3866,Base,137,scalar,QBRD.client[2],# of get requests,,,3600.0
3872,Base,137,scalar,QBRD.client[2],# of aborted put,,,1090.0
3882,Base,137,scalar,QBRD.client[2],# of put requests,,,12000.0
3919,Base,138,config,,,*.client[*].KEYSPACE_SIZE,20,
3933,Base,138,config,,,**.CLIENTS_NUMBER,3,
3934,Base,138,config,,,*.client[*].PUT_INTERVAL,300ms,
3905,Base,138,scalar,QBRD.client[0],# of aborted put,,,984.0
3906,Base,138,scalar,QBRD.client[0],# of committed put,,,11016.0
3911,Base,138,scalar,QBRD.client[0],# of get responses,,,3600.0
3912,Base,138,scalar,QBRD.client[0],# of put requests,,,12000.0
3913,Base,138,scalar,QBRD.client[0],# of get requests,,,3600.0
3903,Base,138,scalar,QBRD.client[1],# of get requests,,,3600.0
3904,Base,138,scalar,QBRD.client[1],# of put requests,,,12000.0
3909,Base,138,scalar,QBRD.client[1],# of committed put,,,10681.0
3920,Base,138,scalar,QBRD.client[1],# of get responses,,,3600.0
3924,Base,138,scalar,QBRD.client[1],# of aborted put,,,1319.0
3902,Base,138,scalar,QBRD.client[2],# of get requests,,,3600.0
3907,Base,138,scalar,QBRD.client[2],# of get responses,,,3600.0
3910,Base,138,scalar,QBRD.client[2],# of aborted put,,,1522.0
3915,Base,138,scalar,QBRD.client[2],# of committed put,,,10478.0
3916,Base,138,scalar,QBRD.client[2],# of put requests,,,12000.0
3965,Base,139,config,,,*.client[*].PUT_INTERVAL,300ms,
3966,Base,139,config,,,**.CLIENTS_NUMBER,3,
3976,Base,139,config,,,*.client[*].KEYSPACE_SIZE,10,
3941,Base,139,scalar,QBRD.client[0],# of get responses,,,3600.0
3942,Base,139,scalar,QBRD.client[0],# of aborted put,,,1866.0
3943,Base,139,scalar,QBRD.client[0],# of get requests,,,3600.0
3944,Base,139,scalar,QBRD.client[0],# of put requests,,,12000.0
3946,Base,139,scalar,QBRD.client[0],# of committed put,,,10134.0
3940,Base,139,scalar,QBRD.client[1],# of get requests,,,3600.0
3952,Base,139,scalar,QBRD.client[1],# of aborted put,,,2391.0
3954,Base,139,scalar,QBRD.client[1],# of committed put,,,9609.0
3963,Base,139,scalar,QBRD.client[1],# of put requests,,,12000.0
3964,Base,139,scalar,QBRD.client[1],# of get responses,,,3600.0
3949,Base,139,scalar,QBRD.client[2],# of get requests,,,3600.0
3953,Base,139,scalar,QBRD.client[2],# of committed put,,,9216.0
3956,Base,139,scalar,QBRD.client[2],# of put requests,,,12000.0
3958,Base,139,scalar,QBRD.client[2],# of get responses,,,3600.0
3960,Base,139,scalar,QBRD.client[2],# of aborted put,,,2784.0
3980,Base,140,config,,,*.client[*].PUT_INTERVAL,300ms,
3984,Base,140,config,,,*.client[*].KEYSPACE_SIZE,5,
3995,Base,140,config,,,**.CLIENTS_NUMBER,3,
3981,Base,140,scalar,QBRD.client[0],# of get requests,,,3600.0
3986,Base,140,scalar,QBRD.client[0],# of put requests,,,12000.0
3987,Base,140,scalar,QBRD.client[0],# of get responses,,,3600.0
3989,Base,140,scalar,QBRD.client[0],# of aborted put,,,3359.0
3996,Base,140,scalar,QBRD.client[0],# of committed put,,,8641.0
3988,Base,140,scalar,QBRD.client[1],# of get responses,,,3600.0
3990,Base,140,scalar,QBRD.client[1],# of put requests,,,12000.0
3991,Base,140,scalar,QBRD.client[1],# of committed put,,,7769.0
3992,Base,140,scalar,QBRD.client[1],# of aborted put,,,4231.0
4000,Base,140,scalar,QBRD.client[1],# of get requests,,,3600.0
3983,Base,140,scalar,QBRD.client[2],# of committed put,,,6923.0
3985,Base,140,scalar,QBRD.client[2],# of aborted put,,,5077.0
3993,Base,140,scalar,QBRD.client[2],# of put requests,,,12000.0
3994,Base,140,scalar,QBRD.client[2],# of get requests,,,3600.0
4006,Base,140,scalar,QBRD.client[2],# of get responses,,,3600.0
4037,Base,141,config,,,**.CLIENTS_NUMBER,3,
4038,Base,141,config,,,*.client[*].PUT_INTERVAL,300ms,
4039,Base,141,config,,,*.client[*].KEYSPACE_SIZE,3,
4029,Base,141,scalar,QBRD.client[0],# of put requests,,,12000.0
4030,Base,141,scalar,QBRD.client[0],# of get requests,,,3600.0
4033,Base,141,scalar,QBRD.client[0],# of aborted put,,,4862.0
4047,Base,141,scalar,QBRD.client[0],# of committed put,,,7138.0
4050,Base,141,scalar,QBRD.client[0],# of get responses,,,3600.0
4023,Base,141,scalar,QBRD.client[1],# of get requests,,,3600.0
4031,Base,141,scalar,QBRD.client[1],# of committed put,,,5940.0
4032,Base,141,scalar,QBRD.client[1],# of aborted put,,,6060.0
4036,Base,141,scalar,QBRD.client[1],# of put requests,,,12000.0
4051,Base,141,scalar,QBRD.client[1],# of get responses,,,3600.0
4021,Base,141,scalar,QBRD.client[2],# of get responses,,,3600.0
4022,Base,141,scalar,QBRD.client[2],# of committed put,,,4926.0
4034,Base,141,scalar,QBRD.client[2],# of get requests,,,3600.0
4035,Base,141,scalar,QBRD.client[2],# of put requests,,,12000.0
4055,Base,141,scalar,QBRD.client[2],# of aborted put,,,7074.0
4078,Base,142,config,,,*.client[*].KEYSPACE_SIZE,2,
4090,Base,142,config,,,**.CLIENTS_NUMBER,3,
4094,Base,142,config,,,*.client[*].PUT_INTERVAL,300ms,
4060,Base,142,scalar,QBRD.client[0],# of get responses,,,3600.0
4062,Base,142,scalar,QBRD.client[0],# of aborted put,,,6146.0
4072,Base,142,scalar,QBRD.client[0],# of committed put,,,5854.0
4073,Base,142,scalar,QBRD.client[0],# of get requests,,,3600.0
4074,Base,142,scalar,QBRD.client[0],# of put requests,,,12000.0
4061,Base,142,scalar,QBRD.client[1],# of committed put,,,4113.0
4068,Base,142,scalar,QBRD.client[1],# of aborted put,,,7887.0
4069,Base,142,scalar,QBRD.client[1],# of get requests,,,3600.0
4070,Base,142,scalar,QBRD.client[1],# of put requests,,,12000.0
4071,Base,142,scalar,QBRD.client[1],# of get responses,,,3600.0
4063,Base,142,scalar,QBRD.client[2],# of aborted put,,,9047.0
4064,Base,142,scalar,QBRD.client[2],# of committed put,,,2953.0
4065,Base,142,scalar,QBRD.client[2],# of get responses,,,3600.0
4066,Base,142,scalar,QBRD.client[2],# of get requests,,,3600.0
4067,Base,142,scalar,QBRD.client[2],# of put requests,,,12000.0
4106,Base,143,config,,,**.CLIENTS_NUMBER,3,
4110,Base,143,config,,,*.client[*].KEYSPACE_SIZE,1,
4138,Base,143,config,,,*.client[*].PUT_INTERVAL,300ms,
4113,Base,143,scalar,QBRD.client[0],# of aborted put,,,9036.0
4114,Base,143,scalar,QBRD.client[0],# of get requests,,,3600.0
4121,Base,143,scalar,QBRD.client[0],# of put requests,,,12000.0
4127,Base,143,scalar,QBRD.client[0],# of get responses,,,3600.0
4131,Base,143,scalar,QBRD.client[0],# of committed put,,,2964.0
4108,Base,143,scalar,QBRD.client[1],# of put requests,,,12000.0
4112,Base,143,scalar,QBRD.client[1],# of committed put,,,1015.0
4117,Base,143,scalar,QBRD.client[1],# of get responses,,,3600.0
4119,Base,143,scalar,QBRD.client[1],# of aborted put,,,10985.0
4122,Base,143,scalar,QBRD.client[1],# of get requests,,,3600.0
4100,Base,143,scalar,QBRD.client[2],# of aborted put,,,11224.0
4109,Base,143,scalar,QBRD.client[2],# of committed put,,,776.0
4118,Base,143,scalar,QBRD.client[2],# of put requests,,,12000.0
4124,Base,143,scalar,QBRD.client[2],# of get responses,,,3600.0
4125,Base,143,scalar,QBRD.client[2],# of get requests,,,3600.0
4168,Base,144,config,,,*.client[*].PUT_INTERVAL,200ms,
4169,Base,144,config,,,*.client[*].KEYSPACE_SIZE,50,
4172,Base,144,config,,,**.CLIENTS_NUMBER,3,
4142,Base,144,scalar,QBRD.client[0],# of committed put,,,16912.0
4147,Base,144,scalar,QBRD.client[0],# of put requests,,,18000.0
4148,Base,144,scalar,QBRD.client[0],# of get requests,,,3600.0
4150,Base,144,scalar,QBRD.client[0],# of get responses,,,3600.0
4158,Base,144,scalar,QBRD.client[0],# of aborted put,,,1088.0
4141,Base,144,scalar,QBRD.client[1],# of get requests,,,3600.0
4151,Base,144,scalar,QBRD.client[1],# of aborted put,,,1233.0
4152,Base,144,scalar,QBRD.client[1],# of put requests,,,18000.0
4154,Base,144,scalar,QBRD.client[1],# of get responses,,,3600.0
4155,Base,144,scalar,QBRD.client[1],# of committed put,,,16767.0
4140,Base,144,scalar,QBRD.client[2],# of committed put,,,16515.0
4143,Base,144,scalar,QBRD.client[2],# of get requests,,,3600.0
4144,Base,144,scalar,QBRD.client[2],# of get responses,,,3600.0
4146,Base,144,scalar,QBRD.client[2],# of aborted put,,,1485.0
4157,Base,144,scalar,QBRD.client[2],# of put requests,,,18000.0
4199,Base,145,config,,,*.client[*].PUT_INTERVAL,200ms,
4206,Base,145,config,,,*.client[*].KEYSPACE_SIZE,40,
4214,Base,145,config,,,**.CLIENTS_NUMBER,3,
4190,Base,145,scalar,QBRD.client[0],# of aborted put,,,1425.0
4195,Base,145,scalar,QBRD.client[0],# of put requests,,,18000.0
4197,Base,145,scalar,QBRD.client[0],# of get responses,,,3600.0
4207,Base,145,scalar,QBRD.client[0],# of get requests,,,3600.0
4216,Base,145,scalar,QBRD.client[0],# of committed put,,,16575.0
4180,Base,145,scalar,QBRD.client[1],# of put requests,,,18000.0
4181,Base,145,scalar,QBRD.client[1],# of get requests,,,3600.0
4182,Base,145,scalar,QBRD.client[1],# of get responses,,,3600.0
4183,Base,145,scalar,QBRD.client[1],# of committed put,,,16408.0
4184,Base,145,scalar,QBRD.client[1],# of aborted put,,,1592.0
4185,Base,145,scalar,QBRD.client[2],# of put requests,,,18000.0
4187,Base,145,scalar,QBRD.client[2],# of get requests,,,3600.0
4188,Base,145,scalar,QBRD.client[2],# of get responses,,,3600.0
4189,Base,145,scalar,QBRD.client[2],# of committed put,,,16141.0
4204,Base,145,scalar,QBRD.client[2],# of aborted put,,,1859.0
4248,Base,146,config,,,*.client[*].KEYSPACE_SIZE,30,
4250,Base,146,config,,,*.client[*].PUT_INTERVAL,200ms,
4251,Base,146,config,,,**.CLIENTS_NUMBER,3,
4220,Base,146,scalar,QBRD.client[0],# of get responses,,,3600.0
4230,Base,146,scalar,QBRD.client[0],# of committed put,,,16186.0
4233,Base,146,scalar,QBRD.client[0],# of put requests,,,18000.0
4234,Base,146,scalar,QBRD.client[0],# of get requests,,,3600.0
4239,Base,146,scalar,QBRD.client[0],# of aborted put,,,1814.0
4224,Base,146,scalar,QBRD.client[1],# of get requests,,,3600.0
4226,Base,146,scalar,QBRD.client[1],# of aborted put,,,2053.0
4227,Base,146,scalar,QBRD.client[1],# of committed put,,,15947.0
4228,Base,146,scalar,QBRD.client[1],# of get responses,,,3600.0
4235,Base,146,scalar,QBRD.client[1],# of put requests,,,18000.0
4221,Base,146,scalar,QBRD.client[2],# of get responses,,,3600.0
4222,Base,146,scalar,QBRD.client[2],# of put requests,,,18000.0
4223,Base,146,scalar,QBRD.client[2],# of get requests,,,3600.0
4229,Base,146,scalar,QBRD.client[2],# of aborted put,,,2279.0
4240,Base,146,scalar,QBRD.client[2],# of committed put,,,15721.0
4261,Base,147,config,,,*.client[*].PUT_INTERVAL,200ms,
4266,Base,147,config,,,**.CLIENTS_NUMBER,3,
4278,Base,147,config,,,*.client[*].KEYSPACE_SIZE,20,
4263,Base,147,scalar,QBRD.client[0],# of get responses,,,3600.0
4264,Base,147,scalar,QBRD.client[0],# of committed put,,,15405.0
4265,Base,147,scalar,QBRD.client[0],# of put requests,,,18000.0
4267,Base,147,scalar,QBRD.client[0],# of aborted put,,,2595.0
4271,Base,147,scalar,QBRD.client[0],# of get requests,,,3600.0
4262,Base,147,scalar,QBRD.client[1],# of get requests,,,3600.0
4282,Base,147,scalar,QBRD.client[1],# of put requests,,,18000.0
4285,Base,147,scalar,QBRD.client[1],# of get responses,,,3600.0
4287,Base,147,scalar,QBRD.client[1],# of committed put,,,15058.0
4288,Base,147,scalar,QBRD.client[1],# of aborted put,,,2942.0
4270,Base,147,scalar,QBRD.client[2],# of put requests,,,18000.0
4280,Base,147,scalar,QBRD.client[2],# of get requests,,,3600.0
4281,Base,147,scalar,QBRD.client[2],# of aborted put,,,3367.0
4289,Base,147,scalar,QBRD.client[2],# of get responses,,,3600.0
4293,Base,147,scalar,QBRD.client[2],# of committed put,,,14633.0
4302,Base,148,config,,,*.client[*].PUT_INTERVAL,200ms,
4303,Base,148,config,,,**.CLIENTS_NUMBER,3,
4318,Base,148,config,,,*.client[*].KEYSPACE_SIZE,10,
4301,Base,148,scalar,QBRD.client[0],# of get requests,,,3600.0
4309,Base,148,scalar,QBRD.client[0],# of put requests,,,18000.0
4310,Base,148,scalar,QBRD.client[0],# of get responses,,,3600.0
4312,Base,148,scalar,QBRD.client[0],# of committed put,,,13395.0
4313,Base,148,scalar,QBRD.client[0],# of aborted put,,,4605.0
4314,Base,148,scalar,QBRD.client[1],# of put requests,,,18000.0
4316,Base,148,scalar,QBRD.client[1],# of get requests,,,3600.0
4317,Base,148,scalar,QBRD.client[1],# of committed put,,,12835.0
4320,Base,148,scalar,QBRD.client[1],# of aborted put,,,5165.0
4326,Base,148,scalar,QBRD.client[1],# of get responses,,,3600.0
4300,Base,148,scalar,QBRD.client[2],# of aborted put,,,5987.0
4311,Base,148,scalar,QBRD.client[2],# of committed put,,,12013.0
4322,Base,148,scalar,QBRD.client[2],# of get responses,,,3600.0
4323,Base,148,scalar,QBRD.client[2],# of get requests,,,3600.0
4325,Base,148,scalar,QBRD.client[2],# of put requests,,,18000.0
4355,Base,149,config,,,*.client[*].KEYSPACE_SIZE,5,
4363,Base,149,config,,,**.CLIENTS_NUMBER,3,
4364,Base,149,config,,,*.client[*].PUT_INTERVAL,200ms,
4343,Base,149,scalar,QBRD.client[0],# of put requests,,,18000.0
4350,Base,149,scalar,QBRD.client[0],# of get requests,,,3600.0
4351,Base,149,scalar,QBRD.client[0],# of get responses,,,3600.0
4352,Base,149,scalar,QBRD.client[0],# of committed put,,,10576.0
4354,Base,149,scalar,QBRD.client[0],# of aborted put,,,7424.0
4346,Base,149,scalar,QBRD.client[1],# of aborted put,,,8629.0
4359,Base,149,scalar,QBRD.client[1],# of put requests,,,18000.0
4360,Base,149,scalar,QBRD.client[1],# of get requests,,,3600.0
4361,Base,149,scalar,QBRD.client[1],# of get responses,,,3600.0
4362,Base,149,scalar,QBRD.client[1],# of committed put,,,9371.0
4340,Base,149,scalar,QBRD.client[2],# of put requests,,,18000.0
4353,Base,149,scalar,QBRD.client[2],# of get requests,,,3600.0
4368,Base,149,scalar,QBRD.client[2],# of aborted put,,,9641.0
4372,Base,149,scalar,QBRD.client[2],# of get responses,,,3600.0
4373,Base,149,scalar,QBRD.client[2],# of committed put,,,8359.0
4413,Base,150,config,,,*.client[*].KEYSPACE_SIZE,3,
4416,Base,150,config,,,*.client[*].PUT_INTERVAL,200ms,
4417,Base,150,config,,,**.CLIENTS_NUMBER,3,
4380,Base,150,scalar,QBRD.client[0],# of committed put,,,7933.0
4381,Base,150,scalar,QBRD.client[0],# of get requests,,,3600.0
4385,Base,150,scalar,QBRD.client[0],# of get responses,,,3600.0
4387,Base,150,scalar,QBRD.client[0],# of put requests,,,18000.0
4393,Base,150,scalar,QBRD.client[0],# of aborted put,,,10067.0
4386,Base,150,scalar,QBRD.client[1],# of aborted put,,,11463.0
4389,Base,150,scalar,QBRD.client[1],# of put requests,,,18000.0
4390,Base,150,scalar,QBRD.client[1],# of committed put,,,6537.0
4391,Base,150,scalar,QBRD.client[1],# of get responses,,,3600.0
4392,Base,150,scalar,QBRD.client[1],# of get requests,,,3600.0
4382,Base,150,scalar,QBRD.client[2],# of committed put,,,5519.0
4383,Base,150,scalar,QBRD.client[2],# of get requests,,,3600.0
4384,Base,150,scalar,QBRD.client[2],# of get responses,,,3600.0
4394,Base,150,scalar,QBRD.client[2],# of aborted put,,,12481.0
4396,Base,150,scalar,QBRD.client[2],# of put requests,,,18000.0
4420,Base,151,config,,,*.client[*].KEYSPACE_SIZE,2,
4424,Base,151,config,,,*.client[*].PUT_INTERVAL,200ms,
4425,Base,151,config,,,**.CLIENTS_NUMBER,3,
4422,Base,151,scalar,QBRD.client[0],# of put requests,,,18000.0
4430,Base,151,scalar,QBRD.client[0],# of committed put,,,5890.0
4431,Base,151,scalar,QBRD.client[0],# of get requests,,,3600.0
4432,Base,151,scalar,QBRD.client[0],# of aborted put,,,12110.0
4445,Base,151,scalar,QBRD.client[0],# of get responses,,,3600.0
4435,Base,151,scalar,QBRD.client[1],# of put requests,,,18000.0
4436,Base,151,scalar,QBRD.client[1],# of get requests,,,3600.0
4437,Base,151,scalar,QBRD.client[1],# of get responses,,,3600.0
4438,Base,151,scalar,QBRD.client[1],# of committed put,,,4142.0
4439,Base,151,scalar,QBRD.client[1],# of aborted put,,,13858.0
4433,Base,151,scalar,QBRD.client[2],# of aborted put,,,14848.0
4434,Base,151,scalar,QBRD.client[2],# of get requests,,,3600.0
4440,Base,151,scalar,QBRD.client[2],# of committed put,,,3152.0
4441,Base,151,scalar,QBRD.client[2],# of put requests,,,18000.0
4442,Base,151,scalar,QBRD.client[2],# of get responses,,,3600.0
4466,Base,152,config,,,**.CLIENTS_NUMBER,3,
4490,Base,152,config,,,*.client[*].KEYSPACE_SIZE,1,
4492,Base,152,config,,,*.client[*].PUT_INTERVAL,200ms,
4473,Base,152,scalar,QBRD.client[0],# of put requests,,,18000.0
4477,Base,152,scalar,QBRD.client[0],# of get responses,,,3600.0
4478,Base,152,scalar,QBRD.client[0],# of committed put,,,2911.0
4479,Base,152,scalar,QBRD.client[0],# of get requests,,,3600.0
4487,Base,152,scalar,QBRD.client[0],# of aborted put,,,15089.0
4465,Base,152,scalar,QBRD.client[1],# of committed put,,,1040.0
4468,Base,152,scalar,QBRD.client[1],# of aborted put,,,16960.0
4469,Base,152,scalar,QBRD.client[1],# of get requests,,,3600.0
4481,Base,152,scalar,QBRD.client[1],# of put requests,,,18000.0
4493,Base,152,scalar,QBRD.client[1],# of get responses,,,3600.0
4470,Base,152,scalar,QBRD.client[2],# of put requests,,,18000.0
4471,Base,152,scalar,QBRD.client[2],# of get requests,,,3600.0
4472,Base,152,scalar,QBRD.client[2],# of committed put,,,713.0
4475,Base,152,scalar,QBRD.client[2],# of aborted put,,,17287.0
4476,Base,152,scalar,QBRD.client[2],# of get responses,,,3600.0
4505,Base,153,config,,,*.client[*].PUT_INTERVAL,100ms,
4522,Base,153,config,,,*.client[*].KEYSPACE_SIZE,50,
